ID,CLASSE,TIPO,LAT,LON,QUAD
88,POLICIA MILITAR,CORREGEDORIA,-23.4949233,-46.6094398,"(16, 7)"
89,POLICIA MILITAR,BATALHAO DA POLICIA,-23.4691788,-46.6282851,"(17, 7)"
90,POLICIA MILITAR,BATALHAO DA POLICIA,-23.5935742,-46.6453845,"(13, 6)"
91,POLICIA MILITAR,BATALHAO DA POLICIA,-23.6395266,-46.64369300000001,"(11, 6)"
92,POLICIA MILITAR,COMANDO DE POLICIAMENTO,-23.5652613,-46.6392295,"(14, 6)"
93,POLICIA MILITAR,BATALHAO DA POLICIA,-23.5299477,-46.6953427,"(15, 4)"
94,POLICIA MILITAR,BATALHAO DA POLICIA,-23.5452302,-46.4361824,"(14, 14)"
95,POLICIA MILITAR,BATALHAO DA POLICIA,-23.594794,-46.8014681,"(13, 0)"
96,POLICIA MILITAR,BATALHAO DA POLICIA,-23.5370472,-46.5666114,"(15, 9)"
97,POLICIA MILITAR,BATALHAO DA POLICIA,-23.544214,-46.60433399999999,"(14, 8)"
98,POLICIA MILITAR,BATALHAO DA POLICIA,-23.5227494,-46.6176167,"(15, 7)"
99,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5366674,-46.6489398,"(15, 6)"
100,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4996876,-46.569125,"(16, 9)"
101,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5291254,-46.5544559,"(15, 9)"
102,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6763287,-46.7120569,"(10, 4)"
103,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6851295,-46.6372457,"(9, 6)"
104,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6082362,-46.5008084,"(12, 11)"
105,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6763287,-46.7120569,"(10, 4)"
106,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5005049,-46.6491495,"(16, 6)"
107,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5352219,-46.5846386,"(15, 8)"
108,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5491687,-46.53722570000001,"(14, 10)"
109,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5587714,-46.7467711,"(14, 2)"
110,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4943279,-46.6778839,"(16, 5)"
111,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5242193,-46.7406318,"(15, 3)"
112,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4457366,-46.71685979999999,"(18, 3)"
113,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.639392,-46.6433401,"(11, 6)"
114,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6043439,-46.692907,"(12, 4)"
115,POLICIA CIVIL,DIVISAO DE CRIMES CONTRA A FAZENDA,-23.6265608,-46.6445595,"(11, 6)"
116,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4947594,-46.6977433,"(16, 4)"
117,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5370451,-46.5266046,"(15, 10)"
118,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4829978,-46.7279263,"(17, 3)"
119,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5519944,-46.4370144,"(14, 14)"
120,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6018642,-46.637764,"(12, 6)"
121,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5898428,-46.55329099999999,"(13, 9)"
122,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5667588,-46.4661214,"(14, 13)"
123,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5540299,-46.4922378,"(14, 12)"
124,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6229114,-46.6019075,"(12, 8)"
125,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5437622,-46.4814419,"(14, 12)"
126,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4695114,-46.6483016,"(17, 6)"
127,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4586446,-46.5853353,"(18, 8)"
128,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5882146,-46.72672619999999,"(13, 3)"
129,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6054835,-46.4707403,"(12, 13)"
130,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.7007325,-46.5768896,"(9, 9)"
131,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.755333,-46.3957433,"(7, 15)"
132,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5099048,-46.4986202,"(16, 11)"
133,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5737271,-46.5576479,"(13, 9)"
134,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5120326,-46.6228369,"(16, 7)"
135,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6647883,-46.7826795,"(10, 1)"
136,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6235926,-46.4702164,"(12, 13)"
137,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4963086,-46.4412205,"(16, 14)"
138,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6565234,-46.6138129,"(10, 7)"
139,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.7121523,-46.6957236,"(8, 4)"
140,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5499136,-46.5677709,"(14, 9)"
141,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6566576,-46.66928919999999,"(10, 5)"
142,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5624913,-46.5452257,"(14, 10)"
143,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.539323,-46.6397243,"(15, 6)"
144,POLICIA CIVIL,GRUPO OPERACOES ESPECIAIS DECAP - GOE,-23.6189571,-46.6785092,"(12, 5)"
145,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5718195,-46.7225826,"(13, 3)"
146,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5384727,-46.63501309999999,"(15, 6)"
147,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.503388,-46.6130193,"(16, 7)"
148,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5295435,-46.6951429,"(15, 4)"
149,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.7297691,-46.709445,"(8, 4)"
150,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6037674,-46.59495829999999,"(12, 8)"
151,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5408655,-46.62949,"(15, 7)"
152,POLICIA CIVIL,CORREGEDORIA,-23.5552066,-46.661745,"(14, 5)"
153,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5479671,-46.64384339999999,"(14, 6)"
154,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4832656,-46.5899297,"(17, 8)"
155,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5569803,-46.6343707,"(14, 6)"
156,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6152298,-46.67501009999999,"(12, 5)"
157,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5617968,-46.6912197,"(14, 4)"
158,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5689051,-46.5845589,"(14, 8)"
159,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5909007,-46.6087102,"(13, 7)"
160,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6084649,-46.7360457,"(12, 3)"
161,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.503388,-46.6130193,"(16, 7)"
162,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5479929,-46.6314632,"(14, 7)"
163,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5363838,-46.5633524,"(15, 9)"
164,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.7706354,-46.6971263,"(6, 4)"
165,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5818477,-46.6745046,"(13, 5)"
166,POLICIA CIVIL,GARAGEM,-23.579562,-46.650286,"(13, 6)"
167,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5938526,-46.5672439,"(13, 9)"
168,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5092849,-46.4463252,"(16, 13)"
169,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5660725,-46.6692885,"(14, 5)"
170,POLICIA CIVIL,DEPARTAMENTO DE POLICIA JUDICIARIA,-23.5634443,-46.6976974,"(14, 4)"
171,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4040925,-46.7380839,"(20, 3)"
172,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6052239,-46.4012097,"(12, 15)"
173,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.567624,-46.6235614,"(14, 7)"
174,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.8248915,-46.7343614,"(4, 3)"
175,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6329013,-46.77042369999999,"(11, 1)"
176,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.523067,-46.64425139999999,"(15, 6)"
177,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5373553,-46.3976225,"(15, 15)"
178,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.497318,-46.7457456,"(16, 2)"
179,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4691612,-46.6897573,"(17, 4)"
180,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6929887,-46.7599783,"(9, 2)"
181,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5704692,-46.5916434,"(13, 8)"
182,POLICIA CIVIL,ASSISTENCIA POLICIAL,-23.5490933,-46.6377296,"(14, 6)"
183,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6628353,-46.75538419999999,"(10, 2)"
184,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5973003,-46.7960428,"(12, 0)"
185,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5506416,-46.6500727,"(14, 6)"
186,POLICIA CIVIL,ASSISTENCIA POLICIAL,-23.5633756,-46.6972477,"(14, 4)"
187,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6468944,-46.70744670000001,"(11, 4)"
188,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5657615,-46.638262,"(14, 6)"
189,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5238498,-46.6372318,"(15, 6)"
190,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4898406,-46.4816704,"(16, 12)"
191,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5342696,-46.4518314,"(15, 13)"
192,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5426786,-46.4187947,"(14, 14)"
193,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5459565,-46.6350038,"(14, 6)"
194,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.478257,-46.6207276,"(17, 7)"
195,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5483289,-46.5937954,"(14, 8)"
196,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6619864,-46.6870504,"(10, 5)"
197,POLICIA CIVIL,CENTRAL DE CARROS AUXILIARES,-23.5414624,-46.5567023,"(15, 9)"
198,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5202068,-46.41149069999999,"(15, 15)"
199,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5240747,-46.4754671,"(15, 12)"
200,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5046049,-46.39673579999999,"(16, 15)"
201,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5791393,-46.6508564,"(13, 6)"
202,POLICIA CIVIL,DEPARTAMENTO DE ADMINISTRACAO,-23.5492095,-46.6315812,"(14, 7)"
203,POLICIA CIVIL,DEPARTAMENTO DE ADMINISTRACAO,-23.6081087,-46.6141347,"(12, 7)"
204,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.4875889,-46.4101492,"(17, 15)"
205,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5987209,-46.5333003,"(12, 10)"
206,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.6535178376041,-46.6333077065068,"(10, 7)"
207,POLICIA CIVIL,DELEGACIA DE POLICIA,-23.5120326,-46.6228369,"(16, 7)"
208,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5226768,-46.63429989999999,"(15, 6)"
209,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5925368,-46.4030178,"(13, 15)"
210,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5085585,-46.4432011,"(16, 14)"
211,UNIDADE GUARDA CIVIL METROPOLITANA,COMANDO OPERACIONAL,-23.5626267,-46.7033444,"(14, 4)"
212,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5519324,-46.4329617,"(14, 14)"
213,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.4854013,-46.72473170000001,"(17, 3)"
214,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.7125247,-46.5744665,"(8, 9)"
215,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.8231198,-46.7349866,"(4, 3)"
216,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.522018,-46.63078400000001,"(15, 7)"
217,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.4946203,-46.4171384,"(16, 15)"
218,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5170005,-46.4825362,"(15, 12)"
219,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5757342,-46.7225057,"(13, 3)"
220,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5970034,-46.4362692,"(12, 14)"
221,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.4492582,-46.5964593,"(18, 8)"
222,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5974125,-46.6214813,"(12, 7)"
223,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.59298,-46.6452813,"(13, 6)"
224,UNIDADE GUARDA CIVIL METROPOLITANA,COMANDO OPERACIONAL,-23.7208213,-46.7016081,"(8, 4)"
225,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.6548648,-46.6997916,"(10, 4)"
226,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5183465,-46.5210748,"(15, 11)"
227,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5626267,-46.7033444,"(14, 4)"
228,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5668175,-46.4008062,"(14, 15)"
229,UNIDADE GUARDA CIVIL METROPOLITANA,COMANDO GERAL,-23.5355511,-46.6367839,"(15, 6)"
230,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.6102066,-46.5129953,"(12, 11)"
231,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.4064493,-46.7540168,"(20, 2)"
232,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.4736393,-46.6889131,"(17, 4)"
233,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.6406001,-46.6380493,"(11, 6)"
234,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.522838,-46.7393302,"(15, 3)"
235,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.6662678,-46.7684746,"(10, 2)"
236,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5191088,-46.6498099,"(15, 6)"
237,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.6658194,-46.7436747,"(10, 2)"
238,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.6800806,-46.6373682,"(9, 6)"
239,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5501825,-46.5969024,"(14, 8)"
240,UNIDADE GUARDA CIVIL METROPOLITANA,INSPETORIA REGIONAL,-23.5074428,-46.6641539,"(16, 5)"
