"ID","LAT_MIN","LAT_MAX","LON_MIN","LON_MAX"
"(5, 14)","-23.812883399999997","-23.7858664","-46.444372808000004","-46.417355808"
"(5, 15)","-23.812883399999997","-23.7858664","-46.417345808","-46.39032880800001"
"(5, 16)","-23.812883399999997","-23.7858664","-46.390318808","-46.363301808"
"(5, 17)","-23.812883399999997","-23.7858664","-46.363291808","-46.336274808000006"
"(5, 18)","-23.812883399999997","-23.7858664","-46.336264808","-46.309247808"
"(5, 19)","-23.812883399999997","-23.7858664","-46.309237808","-46.282220808000005"
"(5, 20)","-23.812883399999997","-23.7858664","-46.282210808","-46.25519380800001"
"(5, 21)","-23.812883399999997","-23.7858664","-46.255183808000005","-46.228166808000005"
"(6, 0)","-23.7858564","-23.7588394","-46.822750808","-46.79573380800001"
"(6, 1)","-23.7858564","-23.7588394","-46.795723808000005","-46.768706808000005"
"(6, 2)","-23.7858564","-23.7588394","-46.768696808","-46.74167980800001"
"(6, 3)","-23.7858564","-23.7588394","-46.741669808000005","-46.714652808000004"
"(6, 4)","-23.7858564","-23.7588394","-46.714642808","-46.68762580800001"
"(6, 5)","-23.7858564","-23.7588394","-46.687615808000004","-46.660598808"
"(6, 6)","-23.7858564","-23.7588394","-46.660588808","-46.633571808000006"
"(6, 7)","-23.7858564","-23.7588394","-46.633561808","-46.606544808"
"(6, 8)","-23.7858564","-23.7588394","-46.606534808","-46.579517808000006"
"(6, 9)","-23.7858564","-23.7588394","-46.579507808","-46.552490808"
"(6, 10)","-23.7858564","-23.7588394","-46.552480808","-46.525463808000005"
"(6, 11)","-23.7858564","-23.7588394","-46.525453808","-46.49843680800001"
"(6, 12)","-23.7858564","-23.7588394","-46.498426808000005","-46.471409808000004"
"(6, 13)","-23.7858564","-23.7588394","-46.471399808","-46.44438280800001"
"(6, 14)","-23.7858564","-23.7588394","-46.444372808000004","-46.417355808"
"(6, 15)","-23.7858564","-23.7588394","-46.417345808","-46.39032880800001"
"(6, 16)","-23.7858564","-23.7588394","-46.390318808","-46.363301808"
"(6, 17)","-23.7858564","-23.7588394","-46.363291808","-46.336274808000006"
"(6, 18)","-23.7858564","-23.7588394","-46.336264808","-46.309247808"
"(6, 19)","-23.7858564","-23.7588394","-46.309237808","-46.282220808000005"
"(6, 20)","-23.7858564","-23.7588394","-46.282210808","-46.25519380800001"
"(6, 21)","-23.7858564","-23.7588394","-46.255183808000005","-46.228166808000005"
"(7, 0)","-23.7588294","-23.7318124","-46.822750808","-46.79573380800001"
"(7, 1)","-23.7588294","-23.7318124","-46.795723808000005","-46.768706808000005"
"(7, 2)","-23.7588294","-23.7318124","-46.768696808","-46.74167980800001"
"(7, 3)","-23.7588294","-23.7318124","-46.741669808000005","-46.714652808000004"
"(7, 4)","-23.7588294","-23.7318124","-46.714642808","-46.68762580800001"
"(7, 5)","-23.7588294","-23.7318124","-46.687615808000004","-46.660598808"
"(7, 6)","-23.7588294","-23.7318124","-46.660588808","-46.633571808000006"
"(7, 7)","-23.7588294","-23.7318124","-46.633561808","-46.606544808"
"(7, 8)","-23.7588294","-23.7318124","-46.606534808","-46.579517808000006"
"(7, 9)","-23.7588294","-23.7318124","-46.579507808","-46.552490808"
"(7, 10)","-23.7588294","-23.7318124","-46.552480808","-46.525463808000005"
"(7, 11)","-23.7588294","-23.7318124","-46.525453808","-46.49843680800001"
"(7, 12)","-23.7588294","-23.7318124","-46.498426808000005","-46.471409808000004"
"(7, 13)","-23.7588294","-23.7318124","-46.471399808","-46.44438280800001"
"(7, 14)","-23.7588294","-23.7318124","-46.444372808000004","-46.417355808"
"(7, 15)","-23.7588294","-23.7318124","-46.417345808","-46.39032880800001"
"(7, 16)","-23.7588294","-23.7318124","-46.390318808","-46.363301808"
"(7, 17)","-23.7588294","-23.7318124","-46.363291808","-46.336274808000006"
"(7, 18)","-23.7588294","-23.7318124","-46.336264808","-46.309247808"
"(7, 19)","-23.7588294","-23.7318124","-46.309237808","-46.282220808000005"
"(7, 20)","-23.7588294","-23.7318124","-46.282210808","-46.25519380800001"
"(7, 21)","-23.7588294","-23.7318124","-46.255183808000005","-46.228166808000005"
"(8, 0)","-23.7318024","-23.7047854","-46.822750808","-46.79573380800001"
"(8, 1)","-23.7318024","-23.7047854","-46.795723808000005","-46.768706808000005"
"(8, 2)","-23.7318024","-23.7047854","-46.768696808","-46.74167980800001"
"(8, 3)","-23.7318024","-23.7047854","-46.741669808000005","-46.714652808000004"
"(8, 4)","-23.7318024","-23.7047854","-46.714642808","-46.68762580800001"
"(8, 5)","-23.7318024","-23.7047854","-46.687615808000004","-46.660598808"
"(8, 6)","-23.7318024","-23.7047854","-46.660588808","-46.633571808000006"
"(8, 7)","-23.7318024","-23.7047854","-46.633561808","-46.606544808"
"(8, 8)","-23.7318024","-23.7047854","-46.606534808","-46.579517808000006"
"(8, 9)","-23.7318024","-23.7047854","-46.579507808","-46.552490808"
"(8, 10)","-23.7318024","-23.7047854","-46.552480808","-46.525463808000005"
"(8, 11)","-23.7318024","-23.7047854","-46.525453808","-46.49843680800001"
"(8, 12)","-23.7318024","-23.7047854","-46.498426808000005","-46.471409808000004"
"(8, 13)","-23.7318024","-23.7047854","-46.471399808","-46.44438280800001"
"(8, 14)","-23.7318024","-23.7047854","-46.444372808000004","-46.417355808"
"(8, 15)","-23.7318024","-23.7047854","-46.417345808","-46.39032880800001"
"(8, 16)","-23.7318024","-23.7047854","-46.390318808","-46.363301808"
"(8, 17)","-23.7318024","-23.7047854","-46.363291808","-46.336274808000006"
"(8, 18)","-23.7318024","-23.7047854","-46.336264808","-46.309247808"
"(8, 19)","-23.7318024","-23.7047854","-46.309237808","-46.282220808000005"
"(8, 20)","-23.7318024","-23.7047854","-46.282210808","-46.25519380800001"
"(8, 21)","-23.7318024","-23.7047854","-46.255183808000005","-46.228166808000005"
"(9, 0)","-23.7047754","-23.6777584","-46.822750808","-46.79573380800001"
"(9, 1)","-23.7047754","-23.6777584","-46.795723808000005","-46.768706808000005"
"(9, 2)","-23.7047754","-23.6777584","-46.768696808","-46.74167980800001"
"(9, 3)","-23.7047754","-23.6777584","-46.741669808000005","-46.714652808000004"
"(9, 4)","-23.7047754","-23.6777584","-46.714642808","-46.68762580800001"
"(9, 5)","-23.7047754","-23.6777584","-46.687615808000004","-46.660598808"
"(9, 6)","-23.7047754","-23.6777584","-46.660588808","-46.633571808000006"
"(9, 7)","-23.7047754","-23.6777584","-46.633561808","-46.606544808"
"(9, 8)","-23.7047754","-23.6777584","-46.606534808","-46.579517808000006"
"(9, 9)","-23.7047754","-23.6777584","-46.579507808","-46.552490808"
"(9, 10)","-23.7047754","-23.6777584","-46.552480808","-46.525463808000005"
"(9, 11)","-23.7047754","-23.6777584","-46.525453808","-46.49843680800001"
"(9, 12)","-23.7047754","-23.6777584","-46.498426808000005","-46.471409808000004"
"(9, 13)","-23.7047754","-23.6777584","-46.471399808","-46.44438280800001"
"(9, 14)","-23.7047754","-23.6777584","-46.444372808000004","-46.417355808"
"(9, 15)","-23.7047754","-23.6777584","-46.417345808","-46.39032880800001"
"(9, 16)","-23.7047754","-23.6777584","-46.390318808","-46.363301808"
"(9, 17)","-23.7047754","-23.6777584","-46.363291808","-46.336274808000006"
"(9, 18)","-23.7047754","-23.6777584","-46.336264808","-46.309247808"
"(9, 19)","-23.7047754","-23.6777584","-46.309237808","-46.282220808000005"
"(9, 20)","-23.7047754","-23.6777584","-46.282210808","-46.25519380800001"
"(9, 21)","-23.7047754","-23.6777584","-46.255183808000005","-46.228166808000005"
"(10, 0)","-23.6777484","-23.650731399999998","-46.822750808","-46.79573380800001"
"(10, 1)","-23.6777484","-23.650731399999998","-46.795723808000005","-46.768706808000005"
"(10, 2)","-23.6777484","-23.650731399999998","-46.768696808","-46.74167980800001"
"(10, 3)","-23.6777484","-23.650731399999998","-46.741669808000005","-46.714652808000004"
"(10, 4)","-23.6777484","-23.650731399999998","-46.714642808","-46.68762580800001"
"(10, 5)","-23.6777484","-23.650731399999998","-46.687615808000004","-46.660598808"
"(10, 6)","-23.6777484","-23.650731399999998","-46.660588808","-46.633571808000006"
"(10, 7)","-23.6777484","-23.650731399999998","-46.633561808","-46.606544808"
"(10, 8)","-23.6777484","-23.650731399999998","-46.606534808","-46.579517808000006"
"(10, 9)","-23.6777484","-23.650731399999998","-46.579507808","-46.552490808"
"(10, 10)","-23.6777484","-23.650731399999998","-46.552480808","-46.525463808000005"
"(10, 11)","-23.6777484","-23.650731399999998","-46.525453808","-46.49843680800001"
"(10, 12)","-23.6777484","-23.650731399999998","-46.498426808000005","-46.471409808000004"
"(10, 13)","-23.6777484","-23.650731399999998","-46.471399808","-46.44438280800001"
"(10, 14)","-23.6777484","-23.650731399999998","-46.444372808000004","-46.417355808"
"(10, 15)","-23.6777484","-23.650731399999998","-46.417345808","-46.39032880800001"
"(10, 16)","-23.6777484","-23.650731399999998","-46.390318808","-46.363301808"
"(10, 17)","-23.6777484","-23.650731399999998","-46.363291808","-46.336274808000006"
"(10, 18)","-23.6777484","-23.650731399999998","-46.336264808","-46.309247808"
"(10, 19)","-23.6777484","-23.650731399999998","-46.309237808","-46.282220808000005"
"(10, 20)","-23.6777484","-23.650731399999998","-46.282210808","-46.25519380800001"
"(10, 21)","-23.6777484","-23.650731399999998","-46.255183808000005","-46.228166808000005"
"(11, 0)","-23.6507214","-23.623704399999998","-46.822750808","-46.79573380800001"
"(11, 1)","-23.6507214","-23.623704399999998","-46.795723808000005","-46.768706808000005"
"(11, 2)","-23.6507214","-23.623704399999998","-46.768696808","-46.74167980800001"
"(11, 3)","-23.6507214","-23.623704399999998","-46.741669808000005","-46.714652808000004"
"(11, 4)","-23.6507214","-23.623704399999998","-46.714642808","-46.68762580800001"
"(11, 5)","-23.6507214","-23.623704399999998","-46.687615808000004","-46.660598808"
"(11, 6)","-23.6507214","-23.623704399999998","-46.660588808","-46.633571808000006"
"(11, 7)","-23.6507214","-23.623704399999998","-46.633561808","-46.606544808"
"(11, 8)","-23.6507214","-23.623704399999998","-46.606534808","-46.579517808000006"
"(11, 9)","-23.6507214","-23.623704399999998","-46.579507808","-46.552490808"
"(11, 10)","-23.6507214","-23.623704399999998","-46.552480808","-46.525463808000005"
"(11, 11)","-23.6507214","-23.623704399999998","-46.525453808","-46.49843680800001"
"(11, 12)","-23.6507214","-23.623704399999998","-46.498426808000005","-46.471409808000004"
"(11, 13)","-23.6507214","-23.623704399999998","-46.471399808","-46.44438280800001"
"(11, 14)","-23.6507214","-23.623704399999998","-46.444372808000004","-46.417355808"
"(11, 15)","-23.6507214","-23.623704399999998","-46.417345808","-46.39032880800001"
"(11, 16)","-23.6507214","-23.623704399999998","-46.390318808","-46.363301808"
"(11, 17)","-23.6507214","-23.623704399999998","-46.363291808","-46.336274808000006"
"(11, 18)","-23.6507214","-23.623704399999998","-46.336264808","-46.309247808"
"(11, 19)","-23.6507214","-23.623704399999998","-46.309237808","-46.282220808000005"
"(11, 20)","-23.6507214","-23.623704399999998","-46.282210808","-46.25519380800001"
"(11, 21)","-23.6507214","-23.623704399999998","-46.255183808000005","-46.228166808000005"
"(12, 0)","-23.623694399999998","-23.596677399999997","-46.822750808","-46.79573380800001"
"(12, 1)","-23.623694399999998","-23.596677399999997","-46.795723808000005","-46.768706808000005"
"(12, 2)","-23.623694399999998","-23.596677399999997","-46.768696808","-46.74167980800001"
"(12, 3)","-23.623694399999998","-23.596677399999997","-46.741669808000005","-46.714652808000004"
"(12, 4)","-23.623694399999998","-23.596677399999997","-46.714642808","-46.68762580800001"
"(12, 5)","-23.623694399999998","-23.596677399999997","-46.687615808000004","-46.660598808"
"(12, 6)","-23.623694399999998","-23.596677399999997","-46.660588808","-46.633571808000006"
"(12, 7)","-23.623694399999998","-23.596677399999997","-46.633561808","-46.606544808"
"(12, 8)","-23.623694399999998","-23.596677399999997","-46.606534808","-46.579517808000006"
"(12, 9)","-23.623694399999998","-23.596677399999997","-46.579507808","-46.552490808"
"(12, 10)","-23.623694399999998","-23.596677399999997","-46.552480808","-46.525463808000005"
"(12, 11)","-23.623694399999998","-23.596677399999997","-46.525453808","-46.49843680800001"
"(12, 12)","-23.623694399999998","-23.596677399999997","-46.498426808000005","-46.471409808000004"
"(12, 13)","-23.623694399999998","-23.596677399999997","-46.471399808","-46.44438280800001"
"(12, 14)","-23.623694399999998","-23.596677399999997","-46.444372808000004","-46.417355808"
"(12, 15)","-23.623694399999998","-23.596677399999997","-46.417345808","-46.39032880800001"
"(12, 16)","-23.623694399999998","-23.596677399999997","-46.390318808","-46.363301808"
"(12, 17)","-23.623694399999998","-23.596677399999997","-46.363291808","-46.336274808000006"
"(12, 18)","-23.623694399999998","-23.596677399999997","-46.336264808","-46.309247808"
"(12, 19)","-23.623694399999998","-23.596677399999997","-46.309237808","-46.282220808000005"
"(12, 20)","-23.623694399999998","-23.596677399999997","-46.282210808","-46.25519380800001"
"(12, 21)","-23.623694399999998","-23.596677399999997","-46.255183808000005","-46.228166808000005"
"(13, 0)","-23.596667399999998","-23.569650399999997","-46.822750808","-46.79573380800001"
"(13, 1)","-23.596667399999998","-23.569650399999997","-46.795723808000005","-46.768706808000005"
"(13, 2)","-23.596667399999998","-23.569650399999997","-46.768696808","-46.74167980800001"
"(13, 3)","-23.596667399999998","-23.569650399999997","-46.741669808000005","-46.714652808000004"
"(13, 4)","-23.596667399999998","-23.569650399999997","-46.714642808","-46.68762580800001"
"(13, 5)","-23.596667399999998","-23.569650399999997","-46.687615808000004","-46.660598808"
"(13, 6)","-23.596667399999998","-23.569650399999997","-46.660588808","-46.633571808000006"
"(13, 7)","-23.596667399999998","-23.569650399999997","-46.633561808","-46.606544808"
"(13, 8)","-23.596667399999998","-23.569650399999997","-46.606534808","-46.579517808000006"
"(13, 9)","-23.596667399999998","-23.569650399999997","-46.579507808","-46.552490808"
"(13, 10)","-23.596667399999998","-23.569650399999997","-46.552480808","-46.525463808000005"
"(13, 11)","-23.596667399999998","-23.569650399999997","-46.525453808","-46.49843680800001"
"(13, 12)","-23.596667399999998","-23.569650399999997","-46.498426808000005","-46.471409808000004"
"(13, 13)","-23.596667399999998","-23.569650399999997","-46.471399808","-46.44438280800001"
"(13, 14)","-23.596667399999998","-23.569650399999997","-46.444372808000004","-46.417355808"
"(13, 15)","-23.596667399999998","-23.569650399999997","-46.417345808","-46.39032880800001"
"(13, 16)","-23.596667399999998","-23.569650399999997","-46.390318808","-46.363301808"
"(13, 17)","-23.596667399999998","-23.569650399999997","-46.363291808","-46.336274808000006"
"(13, 18)","-23.596667399999998","-23.569650399999997","-46.336264808","-46.309247808"
"(13, 19)","-23.596667399999998","-23.569650399999997","-46.309237808","-46.282220808000005"
"(13, 20)","-23.596667399999998","-23.569650399999997","-46.282210808","-46.25519380800001"
"(13, 21)","-23.596667399999998","-23.569650399999997","-46.255183808000005","-46.228166808000005"
"(14, 0)","-23.569640399999997","-23.5426234","-46.822750808","-46.79573380800001"
"(14, 1)","-23.569640399999997","-23.5426234","-46.795723808000005","-46.768706808000005"
"(14, 2)","-23.569640399999997","-23.5426234","-46.768696808","-46.74167980800001"
"(14, 3)","-23.569640399999997","-23.5426234","-46.741669808000005","-46.714652808000004"
"(14, 4)","-23.569640399999997","-23.5426234","-46.714642808","-46.68762580800001"
"(14, 5)","-23.569640399999997","-23.5426234","-46.687615808000004","-46.660598808"
"(14, 6)","-23.569640399999997","-23.5426234","-46.660588808","-46.633571808000006"
"(14, 7)","-23.569640399999997","-23.5426234","-46.633561808","-46.606544808"
"(14, 8)","-23.569640399999997","-23.5426234","-46.606534808","-46.579517808000006"
"(14, 9)","-23.569640399999997","-23.5426234","-46.579507808","-46.552490808"
"(14, 10)","-23.569640399999997","-23.5426234","-46.552480808","-46.525463808000005"
"(14, 11)","-23.569640399999997","-23.5426234","-46.525453808","-46.49843680800001"
"(14, 12)","-23.569640399999997","-23.5426234","-46.498426808000005","-46.471409808000004"
"(14, 13)","-23.569640399999997","-23.5426234","-46.471399808","-46.44438280800001"
"(14, 14)","-23.569640399999997","-23.5426234","-46.444372808000004","-46.417355808"
"(14, 15)","-23.569640399999997","-23.5426234","-46.417345808","-46.39032880800001"
"(14, 16)","-23.569640399999997","-23.5426234","-46.390318808","-46.363301808"
"(14, 17)","-23.569640399999997","-23.5426234","-46.363291808","-46.336274808000006"
"(14, 18)","-23.569640399999997","-23.5426234","-46.336264808","-46.309247808"
"(14, 19)","-23.569640399999997","-23.5426234","-46.309237808","-46.282220808000005"
"(14, 20)","-23.569640399999997","-23.5426234","-46.282210808","-46.25519380800001"
"(14, 21)","-23.569640399999997","-23.5426234","-46.255183808000005","-46.228166808000005"
"(15, 0)","-23.5426134","-23.5155964","-46.822750808","-46.79573380800001"
"(15, 1)","-23.5426134","-23.5155964","-46.795723808000005","-46.768706808000005"
"(15, 2)","-23.5426134","-23.5155964","-46.768696808","-46.74167980800001"
"(15, 3)","-23.5426134","-23.5155964","-46.741669808000005","-46.714652808000004"
"(15, 4)","-23.5426134","-23.5155964","-46.714642808","-46.68762580800001"
"(15, 5)","-23.5426134","-23.5155964","-46.687615808000004","-46.660598808"
"(15, 6)","-23.5426134","-23.5155964","-46.660588808","-46.633571808000006"
"(15, 7)","-23.5426134","-23.5155964","-46.633561808","-46.606544808"
